question_hash,active,topic,question_type,question_style,tense,question,answer,difficulty,marks,weightage,smart_syllabus,source_reference
q_9_eng_b_urdu_eng_0186,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2020 Evening,Long,translate_to_english,Past Indefinite Tense,ہم نے تمام تاریخی مقامات کی سیر نہ کی۔,We did not visit all the historical places.,Medium,1,ULTRA,1,Past Paper | 2020 Evening
sep_9_eng_b_urdu_eng_032,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Mind-Sharp Practice,Topic,topic_separator,Past Indefinite Tense,,,,,,1,
q_9_eng_b_urdu_eng_0187,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,میں کل لاہور گیا۔,I went to Lahore yesterday.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0188,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,اس نے ایک نئی کتاب خریدی۔,He bought a new book.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0189,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,طلبہ نے شور مچایا۔,The students made a noise.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0190,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,ہم نے میچ جیت لیا۔,We won the match.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0191,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,وہ کل سکول نہیں گیا۔,He did not go to school yesterday.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0192,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,کیا تم نے دروازہ کھولا؟,Did you open the door?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0193,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,تم نے اسے کیوں بلایا؟,Why did you call him?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0194,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,کس نے شیشہ توڑا؟,Who broke the glass?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0195,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,پولیس نے چور کو پکڑ لیا۔,The police caught the thief.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0196,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,اس نے میری مدد نہیں کی۔,He did not help me.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0197,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,ہم نے تاریخی عمارت دیکھی۔,We visited the historical building.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0198,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Past Indefinite Tense,حادثہ کل پیش آیا۔,The accident occurred yesterday.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0398,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,علی نے کل خط لکھا۔,Ali wrote a letter yesterday.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0399,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,ہم نے میچ جیتا۔,We won the match.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0400,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,وہ گزشتہ ہفتے لاہور گئی۔,She went to Lahore last week.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0401,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,بچے دیر سے گھر پہنچے۔,The children reached home late.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0402,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,میں نے دروازہ بند کیا۔,I closed the door.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0403,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,استاد نے سوال پوچھا۔,The teacher asked a question.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0404,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,کیا تم نے اسے دیکھا؟,Did you see him?,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0405,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,انہوں نے ہماری درخواست قبول نہیں کی۔,They did not accept our request.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0406,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Indefinite Tense,چور رات کو فرار ہو گیا۔,The thief escaped at night.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_033,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Heading,Topic,topic_separator,Past Continuous Tense,,,,,,1,
sep_9_eng_b_urdu_eng_034,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Past Paper,Topic,topic_separator,Past Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0199,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Past Paper | 2018,Long,translate_to_english,Past Continuous Tense,پولیس جلوس کو کیوں منتشر کر رہی تھی؟,Why were the police dispersing the procession?,Hard,1,ULTRA,1,Past Paper | 2018
q_9_eng_b_urdu_eng_0200,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Past Paper | 2023,Long,translate_to_english,Past Continuous Tense,چپڑاسی گھنٹی بجا رہا تھا۔,The peon was ringing the bell.,Medium,1,ULTRA,1,Past Paper | 2023
sep_9_eng_b_urdu_eng_035,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Mind-Sharp Practice,Topic,topic_separator,Past Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0201,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,میں کتاب پڑھ رہا تھا۔,I was reading a book.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0202,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,وہ کھانا پکا رہی تھی۔,She was cooking food.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0203,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,بچے میدان میں کھیل رہے تھے۔,The children were playing in the field.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0204,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,ہم تمہارا انتظار کر رہے تھے۔,We were waiting for you.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0205,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,وہ اس وقت نہیں سو رہا تھا۔,He was not sleeping at that time.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0206,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,کیا بارش ہو رہی تھی؟,Was it raining?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0207,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,تم وہاں کیا کر رہے تھے؟,What were you doing there?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0208,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,پولیس جلوس کو منتشر کر رہی تھی۔,The police were dispersing the procession.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0209,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,جب میں پہنچا تو وہ پڑھ رہی تھی۔,She was studying when I arrived.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0210,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,سڑک کی مرمت کی جا رہی تھی۔,The road was being repaired.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0211,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,کون گھنٹی بجا رہا تھا؟,Who was ringing the bell?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0212,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Continuous Tense,طلبہ امتحان دے رہے تھے۔,The students were taking the examination.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0407,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,علی خط لکھ رہا تھا۔,Ali was writing a letter.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0408,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,وہ کمرہ صاف کر رہی تھی۔,She was cleaning the room.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0409,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,بچے دریا کے کنارے دوڑ رہے تھے۔,The children were running along the riverbank.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0410,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,ہم ٹی وی دیکھ رہے تھے۔,We were watching television.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0411,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,میں دوست کو خط لکھ رہا تھا۔,I was writing a letter to my friend.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0412,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,بارش ہو رہی تھی۔,It was raining.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0413,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,استاد سبق سمجھا رہے تھے۔,The teacher was explaining the lesson.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0414,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,مزدور سڑک بنا رہے تھے۔,The workers were building the road.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0415,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,مریض سو رہا تھا۔,The patient was sleeping.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0416,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,لڑکیاں گانا گا رہی تھیں۔,The girls were singing.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0417,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,کیا تم میرا انتظار کر رہے تھے؟,Were you waiting for me?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0418,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,وہ کیوں ہنس رہی تھی؟,Why was she laughing?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0419,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,پولیس چور کا پیچھا کر رہی تھی۔,The police were chasing the thief.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0420,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,ہم اس وقت سفر نہیں کر رہے تھے۔,We were not travelling at that time.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0421,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,کسان فصل کاٹ رہے تھے۔,The farmers were harvesting the crop.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0422,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,بچے شور مچا رہے تھے۔,The children were making noise.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0423,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,ڈاکٹر مریض کا معائنہ کر رہا تھا۔,The doctor was examining the patient.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0424,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,جب میں آیا، وہ چائے پی رہی تھی۔,She was drinking tea when I arrived.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0425,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,ہوا تیزی سے چل رہی تھی۔,The wind was blowing fast.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0426,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,گاڑی آہستہ چل رہی تھی۔,The car was moving slowly.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0427,1,ENGLISH_B | Urdu to English Translation | Past Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Continuous Tense,کیا پرندے درختوں پر بیٹھ رہے تھے؟,Were the birds sitting in the trees?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_036,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Heading,Topic,topic_separator,Past Perfect Tense,,,,,,1,
sep_9_eng_b_urdu_eng_037,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper,Topic,topic_separator,Past Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0213,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2017 Evening,Long,translate_to_english,Past Perfect Tense,امتحان شروع ہونے سے پہلے تمام امیدوار کمرہ امتحان میں آ چکے تھے۔,All the candidates had entered the examination hall before the examination began.,Medium,1,ULTRA,1,Past Paper | 2017 Evening
q_9_eng_b_urdu_eng_0214,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2022 Evening,Long,translate_to_english,Past Perfect Tense,سورج نکلنے سے پہلے لڑکے پھول توڑ چکے تھے۔,The boys had plucked the flowers before sunrise.,Medium,1,ULTRA,1,Past Paper | 2022 Evening
q_9_eng_b_urdu_eng_0215,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2023 Evening,Long,translate_to_english,Past Perfect Tense,لوگوں کو خبر ہونے سے پہلے آگ بجھائی جا چکی تھی۔,The fire had been extinguished before the people came to know of it.,Medium,1,ULTRA,1,Past Paper | 2023 Evening
q_9_eng_b_urdu_eng_0216,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2021 Evening,Long,translate_to_english,Past Perfect Tense,کئی ماہ پہلے شہر پر قبضہ کیا جا چکا تھا۔,The city had been occupied several months before.,Hard,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0217,1,"ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2014, 2020 Evening",Long,translate_to_english,Past Perfect Tense,کیا علاج شروع ہونے سے پہلے مریض مر چکا تھا؟,Had the patient died before the treatment began?,Hard,1,ELITE,1,"Past Paper | 2014, 2020 Evening"
q_9_eng_b_urdu_eng_0218,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Past Paper | 2020,Long,translate_to_english,Past Perfect Tense,ہم پہلے ہی یہ خبر سن چکے تھے۔,We had already heard this news.,Medium,1,ULTRA,1,Past Paper | 2020
sep_9_eng_b_urdu_eng_038,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Mind-Sharp Practice,Topic,topic_separator,Past Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0219,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,میرے پہنچنے سے پہلے وہ جا چکا تھا۔,He had left before I arrived.,Medium,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0220,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,ہم کھانا کھا چکے تھے۔,We had eaten the meal.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0221,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,اس نے کام مکمل کر لیا تھا۔,He had completed the work.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0222,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,گاڑی آنے سے پہلے مسافر جمع ہو چکے تھے۔,The passengers had gathered before the bus arrived.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0223,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,اس نے مجھے پہلے نہیں دیکھا تھا۔,He had not seen me before.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0224,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,کیا تم سبق یاد کر چکے تھے؟,Had you learnt the lesson?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0225,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,وہ میرے آنے سے پہلے کیوں جا چکا تھا؟,Why had he left before I came?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0226,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,ڈاکٹر کے آنے سے پہلے مریض مر چکا تھا۔,The patient had died before the doctor arrived.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0227,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,چور پولیس کے پہنچنے سے پہلے فرار ہو چکا تھا۔,The thief had escaped before the police arrived.,Medium,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0228,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,تمام دروازے بند کیے جا چکے تھے۔,All the doors had been closed.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0229,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,ہم پہلے ہی خبر سن چکے تھے۔,We had already heard the news.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0230,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Tense,کیا بارش شروع ہونے سے پہلے وہ گھر پہنچ چکے تھے؟,Had they reached home before it started raining?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0428,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,میرے پہنچنے سے پہلے علی جا چکا تھا۔,Ali had left before I arrived.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0429,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,ہم نے بارش سے پہلے کام مکمل کر لیا تھا۔,We had completed the work before the rain.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0430,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,وہ امتحان سے پہلے کتاب پڑھ چکی تھی۔,She had read the book before the examination.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0431,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,بچے سورج غروب ہونے سے پہلے گھر آ گئے تھے۔,The children had reached home before sunset.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0432,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,استاد نے گھنٹی بجنے سے پہلے سبق ختم کر لیا تھا۔,The teacher had finished the lesson before the bell rang.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0433,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,مریض ڈاکٹر کے آنے سے پہلے سو چکا تھا۔,The patient had fallen asleep before the doctor arrived.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0434,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,میں نے اسے پہلے کبھی نہیں دیکھا تھا۔,I had never seen him before.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0435,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,کیا تم نے روانگی سے پہلے دروازہ بند کر دیا تھا؟,Had you closed the door before leaving?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0436,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,مسافر ٹرین چلنے سے پہلے اسٹیشن پہنچ چکے تھے۔,The passengers had reached the station before the train left.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0437,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,انہوں نے میچ شروع ہونے سے پہلے میدان تیار کر لیا تھا۔,They had prepared the ground before the match started.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0438,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,بارش شروع ہونے سے پہلے ہم گھر پہنچ چکے تھے۔,We had reached home before it started raining.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0439,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,اس نے جواب دینے سے پہلے سوال سمجھ لیا تھا۔,He had understood the question before answering.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0440,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,کسانوں نے شام سے پہلے فصل کاٹ لی تھی۔,The farmers had harvested the crop before evening.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0441,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,کیا گاڑی ہمارے پہنچنے سے پہلے جا چکی تھی؟,Had the car left before we arrived?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0442,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,وہ میرے فون کرنے سے پہلے کھانا پکا چکی تھی۔,She had cooked the food before I called.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
