question_hash,active,topic,question_type,question_style,tense,voice,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_b_voice_0367,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,Was the document being translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0368,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,Was the software being updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0369,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,Were the candidates being selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0370,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,Was the complaint being investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0371,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,By whom were the papers being checked?,Hard,1,ELITE,1
q_9_eng_b_voice_0372,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,By whom was the road being repaired?,Hard,1,ELITE,1
q_9_eng_b_voice_0373,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,By whom was the meal being prepared?,Hard,1,ELITE,1
q_9_eng_b_voice_0374,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,By whom was the wall being painted?,Hard,1,ELITE,1
q_9_eng_b_voice_0375,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,By whom were the candidates being interviewed?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_005,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper,Topic,topic_separator,Past Continuous Tense,,,,,,1
q_9_eng_b_voice_past_0043,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper | 2018 Morning; 2018 Evening,Grammar,active_passive,Past Continuous Tense,Active,She was teaching the students.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0044,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper | 2017 Evening,Grammar,active_passive,Past Continuous Tense,Active,The teacher was helping the students.,Easy,1,PRO,1
q_9_eng_b_voice_past_0045,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper | 2020 Morning,Grammar,active_passive,Past Continuous Tense,Active,Why were they beating the boy?,Hard,1,PRO,1
q_9_eng_b_voice_past_0046,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper | 2016 Evening,Grammar,active_passive,Past Continuous Tense,Active,You were telling a story.,Easy,1,PRO,1
q_9_eng_b_voice_past_0047,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense | Past Paper | 2020 Morning,Grammar,active_passive,Past Continuous Tense,Passive,The students were being taught by her.,Medium,1,PRO,1
sep_9_eng_b_voice_updated_006,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Topic,topic_separator,Past Perfect Tense,,,,,,1
q_9_eng_b_voice_0376,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The teacher had explained the lesson in class.,Easy,1,PRO,1
q_9_eng_b_voice_0377,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The students had completed the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0378,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The mechanic had repaired the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0379,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The workers had built the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0380,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The chef had prepared the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0381,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The nurse had assisted the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0382,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The police had arrested the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0383,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The committee had approved the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0384,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The manager had signed the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0385,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The farmers had grown wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0386,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The artist had painted the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0387,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The carpenter had made the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0388,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The librarian had issued the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0389,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The postman had delivered the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0390,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The volunteers had cleaned the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0391,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The engineers had designed the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0392,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The doctor had examined the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0393,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The mother had baked the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0394,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The principal had announced the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0395,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The company had launched the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0396,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The scientists had conducted the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0397,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The gardener had watered the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0398,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The tailor had not stitched the uniforms for the team.,Medium,1,ULTRA,1
q_9_eng_b_voice_0399,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The mason had not constructed the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0400,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The reporter had not written the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0401,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The publisher had not printed the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0402,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The school had not organized the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0403,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The judge had not heard the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0404,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The coach had not trained the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0405,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,The shopkeeper had not packed the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0406,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Had the electrician fixed the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0407,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Had the plumber installed the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0408,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Had the driver washed the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0409,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Had the team won the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0410,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Had the clerk checked the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0411,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Who had completed the work before noon?,Hard,1,ELITE,1
q_9_eng_b_voice_0412,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Who had prepared the report?,Hard,1,ELITE,1
q_9_eng_b_voice_0413,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Who had closed the office?,Hard,1,ELITE,1
q_9_eng_b_voice_0414,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Who had solved the problem?,Hard,1,ELITE,1
q_9_eng_b_voice_0415,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Active,Who had informed the principal?,Hard,1,ELITE,1
q_9_eng_b_voice_0416,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The meeting had been cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0417,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The loan had been offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0418,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The food packets had been distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0419,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The hospitals had been built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0420,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The workers had been hired by the company for the project.,Easy,1,PRO,1
q_9_eng_b_voice_0421,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The scholarships had been awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0422,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The trees had been planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0423,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The traffic had been stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0424,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The performer had been applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0425,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The bill had been paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0426,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The problem had been solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0427,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The data had been collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0428,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The pictures had been taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0429,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The bread had been sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0430,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The cars had been produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0431,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The artifacts had been displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0432,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The crops had been harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0433,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The report had been submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0434,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The minutes had been recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0435,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The parcels had been carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0436,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The operation had not been performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0437,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The animals had not been rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0438,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The question had not been asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0439,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The questions had not been answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0440,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,The law had not been enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0441,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,Had the manuscript been reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0442,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,Had the document been translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0443,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,Had the software been updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0444,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,Had the candidates been selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0445,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,Had the complaint been investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0446,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,By whom had the work been completed before noon?,Hard,1,ELITE,1
q_9_eng_b_voice_0447,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,By whom had the report been prepared?,Hard,1,ELITE,1
q_9_eng_b_voice_0448,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,By whom had the office been closed?,Hard,1,ELITE,1
q_9_eng_b_voice_0449,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,By whom had the problem been solved?,Hard,1,ELITE,1
q_9_eng_b_voice_0450,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense,Grammar,active_passive,Past Perfect Tense,Passive,By whom had the principal been informed?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_006,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense | Past Paper,Topic,topic_separator,Past Perfect Tense,,,,,,1
q_9_eng_b_voice_past_0048,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense | Past Paper | 2021 Evening,Grammar,active_passive,Past Perfect Tense,Active,He had already made tea.,Easy,1,PRO,1
q_9_eng_b_voice_past_0049,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense | Past Paper | 2017 Evening,Grammar,active_passive,Past Perfect Tense,Active,He had told me to do it.,Easy,1,PRO,1
q_9_eng_b_voice_past_0050,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense | Past Paper | 2015 Evening,Grammar,active_passive,Past Perfect Tense,Active,They had gained nothing.,Easy,1,PRO,1
q_9_eng_b_voice_past_0051,1,ENGLISH_B | Active and Passive Voice | Past Perfect Tense | Past Paper | 2018 Morning,Grammar,active_passive,Past Perfect Tense,Passive,Nothing had been gained by them.,Medium,1,PRO,1
sep_9_eng_b_voice_updated_007,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Topic,topic_separator,Future Indefinite Tense,,,,,,1
q_9_eng_b_voice_0452,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The students will complete the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0453,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The mechanic will repair the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0454,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The workers will build the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0455,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The chef will prepare the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0456,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The nurse will assist the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0457,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The police will arrest the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0458,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The committee will approve the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0459,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The manager will sign the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0460,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The farmers will grow wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0461,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The artist will paint the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0462,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The carpenter will make the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0463,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The librarian will issue the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0464,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The postman will deliver the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0465,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The volunteers will clean the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0466,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The engineers will design the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0467,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The doctor will examine the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0468,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The mother will bake the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0469,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The principal will announce the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0470,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The company will launch the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0471,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The scientists will conduct the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0472,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The gardener will water the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0473,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The tailor will not stitch the uniforms for the team.,Medium,1,ULTRA,1
q_9_eng_b_voice_0474,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The mason will not construct the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0475,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The reporter will not write the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0476,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The publisher will not print the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0477,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The school will not organize the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0478,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The judge will not hear the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0479,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The coach will not train the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0480,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,The shopkeeper will not pack the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0481,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Will the electrician fix the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0482,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Will the plumber install the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0483,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Will the driver wash the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0484,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Will the team win the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0485,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Will the clerk check the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0486,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Who will announce the result?,Hard,1,ELITE,1
q_9_eng_b_voice_0487,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Who will lead the team?,Hard,1,ELITE,1
q_9_eng_b_voice_0488,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Who will prepare the documents?,Hard,1,ELITE,1
q_9_eng_b_voice_0489,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Who will organize the event?,Hard,1,ELITE,1
q_9_eng_b_voice_0490,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Active,Who will inspect the building?,Hard,1,ELITE,1
q_9_eng_b_voice_0491,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The meeting will be cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0492,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The loan will be offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0493,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The food packets will be distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0494,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The hospitals will be built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0495,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The workers will be hired by the company for the project.,Easy,1,PRO,1
